iteration,hcr_variation,efr_variation,cat_variation,npv_climate,nav_ratio
56,0.8163100566219056,1.0272678829564725,1.1065386171053695,-8465525.578357881,-117.54434218692745
57,0.8066351315711425,1.0036279174897842,0.8358974651187627,-7658489.176579576,-106.33859222020928
58,1.0580691161637799,0.9023099287014974,1.1145626428614797,-9005189.60593882,-125.03761032920555
59,0.954694138520215,1.1310189966210202,0.7825125664875959,-8371568.262693906,-116.23973909274913
60,0.9364265404201034,0.8840420563721767,1.2548161709671377,-8899563.122037427,-123.57098011791089
61,1.1509357413523924,0.9273824883145466,1.0959904276205075,-9347577.33364141,-129.79168494077675
62,1.1268888800804864,1.0165602434798386,1.0177903470136038,-9292182.612243092,-129.02252583457314
63,0.8967409163601807,0.8779308303417698,1.238329454771996,-8701175.148290534,-120.81635092731555
64,1.1601672228653321,1.0399304371819804,0.9034178746292204,-9169671.658211011,-127.32145371930973
65,0.9396838298450644,1.0677867036610718,1.2382661559715462,-9350232.753500817,-129.8285556084884
66,1.154834569706047,1.083962663757287,1.0852189876925726,-9744308.507924674,-135.30032164319155
67,0.8336559859980196,0.8984886142283841,1.2391325131162476,-8536309.916392514,-118.52718706459092
68,1.042571623863836,0.8527591154849888,0.7608829257196192,-7891521.277847367,-109.57425724755106
69,1.0654007076432224,0.8515184751538656,0.7964848308504991,-8061766.152022436,-111.93811777344253
70,1.0194935157466345,1.057568559307808,1.0911767557015604,-9216520.652839817,-127.97195488486524
71,0.8897077237842239,1.0636537664042607,0.84234945249808,-8124143.519946796,-112.80423135518699
72,0.9301598792637071,1.0739474215354072,1.0897797394283288,-8942947.649033178,-124.1733769377662
73,1.139689364197671,1.0472838676901028,1.0409851620012829,-9478678.789034035,-131.61203669463254
74,0.837469907131237,0.96031474091783,0.8591214206090353,-7713723.652104308,-107.1055263026238
75,0.8975958573516335,1.1419031664257335,0.9358586348000563,-8603025.463937571,-119.45353653660392
76,1.1568186220708452,1.0393415877991787,1.176886782124989,-9874861.337518534,-137.11305569416217
77,1.001054837242077,1.0230711653879077,0.9955106162913183,-8809960.300919201,-122.32683944773672
78,0.8780971951192178,1.0667356345784516,0.8684634174645135,-8160176.370691681,-113.3045496991248
79,0.8097263865725816,1.0436416887721502,0.8062664076442293,-7696595.595082977,-106.86770217972946
80,1.1761834337411656,1.136178573100776,1.2489186341322691,-10386353.803245364,-144.21515997120014
81,0.9480634801021778,0.8546369849586603,1.2569911375526353,-8868787.216703929,-123.14365478363024
82,0.9712736593269258,1.1399964457131009,1.2781719862535517,-9755445.089996781,-135.4549537687176
83,1.141203782186944,0.9383346676208757,0.9310586371611551,-8908946.024880698,-123.70126229972081
84,1.1404546686067427,0.9450766015468832,0.8016956480116555,-8584167.695262514,-119.19169526124476
85,1.02272050498334,1.1308464322482341,1.117617878004984,-9489809.858113388,-131.76659227191584
86,1.028024468035746,0.8791529481312306,1.0690043360195018,-8719412.70919985,-121.0695805797851
87,1.1960215400417054,0.8920252045709571,1.010997791418242,-9189324.525316784,-127.59433498517477
88,1.1509492287711822,1.0722305853262613,1.1182094445971609,-9786548.975620193,-135.88683312945193
89,1.0809936335948438,0.9578473453659265,0.876155106558696,-8605051.111300606,-119.48166277455415
90,1.1237444621914054,1.0930340184037541,1.2202433911480624,-10013973.79561922,-139.04464071225667
91,1.1652962210225886,1.0034027196582813,1.0009097768123199,-9347805.605494652,-129.7948545094681
92,1.11931807158671,1.0449891792333295,1.121180126354622,-9611980.837133002,-133.46294381326683
93,1.1183170677744403,1.1170016025452698,0.9027970941109215,-9223924.507328466,-128.07475785881653
94,0.9502331810559776,0.8781945819522606,1.0469680845977043,-8386499.254067656,-116.44705682429233
95,0.8143769095186969,0.989679405439738,1.025586780824546,-8147320.667092863,-113.12604746569745
96,0.9146165008513137,1.0272499781707032,0.7183001499634296,-7789850.623962299,-108.16255397880336
97,0.8149392754996858,1.0967801681978975,0.9161143848467577,-8143059.787758271,-113.06688489464541
98,0.850824205060754,1.0066729780164412,1.1619961318591665,-8678020.134812536,-120.49484214414457
99,0.8863284109987373,1.0368671427457,0.7512084789962608,-7802482.471179562,-108.33794795263468
100,0.8206726884674431,1.0094063894704444,1.0243810729660638,-8218034.371906369,-114.1079115967508
101,1.0549719605992827,1.0678274001167984,1.2855112476775208,-9878315.438832657,-137.16101610288786
102,1.0065201393204781,0.9468869418823738,1.1771117168612222,-9106059.936845334,-126.43820106428
103,0.9083329005048297,0.9816914262116908,0.7470738288053596,-7723741.517610653,-107.24462497997833
104,0.8101402973661831,1.1387945244033775,1.2015880723073236,-8986636.78051477,-124.78000320960105
105,1.0783896824374792,0.972685883324281,0.8039765920425075,-8445283.992273265,-117.26328652191135
106,0.8625748170684344,0.9250728694493786,1.0295359988236723,-8156795.940705906,-113.25761222131447
107,1.0858383690800248,1.0480592130153192,0.8679603381675657,-8837500.224760262,-122.70923298040188
108,1.1819461122652777,1.0713690750087306,1.0326124315068403,-9667983.626651555,-134.24054598263717
109,1.044688298493741,0.975880018728337,0.8486385937006945,-8452958.033569418,-117.36984105626627
110,0.9423890714605047,1.0773538331393107,0.7086360931778535,-7993382.156137043,-110.98860179383087
111,0.8464290562027665,0.8638007926065258,0.7244372813913821,-7137695.892167175,-99.10734550492859
112,1.1421842336044028,1.061097357814007,0.9845042974523951,-9375321.08804846,-130.1769086733598
113,0.8391336642604006,0.9974847625350497,0.9840830624683394,-8145509.570386093,-113.1009002767765
114,0.8692807479640061,0.9801554947713919,0.9391028406384241,-8087412.55271475,-112.29421962098135
115,1.0463400392208866,1.040528095260293,0.7271824058632267,-8309495.84666523,-115.37785978679122
116,0.9498450458505885,1.037757974714271,1.0018817551480526,-8685897.6533716,-120.60422197278247
117,1.1425959364753289,1.0476080894856834,0.7977606562488578,-8850704.57412672,-122.89257618170939
118,0.828227498960172,1.0427257834618946,0.7159067863249731,-7521602.432674233,-104.43791138030977
119,1.0343102325093854,1.132069072427487,1.0452845067255274,-9343583.897981424,-129.73623584155968
120,0.9552679704826088,1.042986465532706,0.97495173429491,-8647879.045656117,-120.07633127144149
121,1.018246715726374,1.1324394426329574,0.9316615826804645,-8989772.786433464,-124.82354684423959
122,1.1844762255295656,1.1216051925868191,0.8174746808735779,-9243611.388526171,-128.34811141243551
123,0.8277445203500662,0.880233400413228,0.7109330953909297,-7079938.011845036,-98.30537379204009
124,0.8377771843023714,1.054902032024907,0.7427131890761374,-7657471.321689917,-106.32445924260034
125,0.9275902521175046,1.1034625932908362,0.7139631614414955,-8024131.484474894,-111.41555810489592
126,1.1257873930355742,0.9345564324320199,0.7708988965729937,-8424239.32568528,-116.9710800348207
127,1.0786948661456603,1.0386828540339652,1.2264832081162318,-9729766.258137364,-135.09840161243324
128,1.0940284175215542,1.0910442791154544,0.8692207435427839,-8982432.994651454,-124.72163338490151
129,0.8709758175118891,1.0751844254922573,1.1841008435603584,-8986680.653227655,-124.78061238491195
130,1.1962020568002694,0.9737853030734279,0.9232108514756698,-9174122.949145608,-127.38326016711343
131,1.1105651842967987,0.9522410620759053,1.2584543953621388,-9698300.27847292,-134.66149455371738
132,1.1433651007372048,0.9786982082125054,1.1505226406748985,-9599144.825737307,-133.28471500728836
133,1.101817149633873,0.8809371606507798,1.24153174400774,-9435864.304282822,-131.01755494632627
134,1.0021009489791428,1.0979372398323224,0.892029760618367,-8738447.082899475,-121.33387402674869
135,1.15820929139848,0.9667605036202489,0.706502590888179,-8453236.010560919,-117.37370078385278
136,1.1621527905677054,0.87738600303584,0.8915881825542489,-8718505.432874264,-121.05698299232456
137,1.180024786820322,1.1351821440812668,1.0440627328739718,-9858987.747632677,-136.89264992443086
138,1.0527348848679197,0.9845336565934959,0.8759264630188387,-8575571.80189735,-119.07234075433733
139,0.9314658181479664,1.0517555368231115,1.151424717662608,-9051174.832234237,-125.67611801844228
140,1.1166316174903395,1.086885442838366,0.7547236618292141,-8749874.66323907,-121.49254668107743
141,0.9977681218810326,0.8672676280049932,1.0297173293942414,-8478983.700845994,-117.73120904360326
142,0.9766122005493508,1.1163112548274898,0.9105490075312472,-8746087.772855716,-121.43996547570215
143,0.8468268065710424,0.8928975046158507,1.1569063790304834,-8351730.574106615,-115.96429156927067
144,1.0472872253265044,0.880336802836837,0.7504640836689984,-7953120.230061757,-110.42956247939102
145,1.080387652583648,0.871828901909258,1.1931160355742139,-9209668.31415464,-127.87680974169182
146,1.0824968908625985,0.8744046341925699,0.7509026284511151,-8062025.900334949,-111.94172439470259
147,1.19465583140047,0.962281238726836,0.9223852882401345,-9136313.73830895,-126.85827695428569
148,1.125119826903001,1.1341745732151576,1.2916006382937226,-10314349.714769457,-143.2153787838032
149,1.1013512741035767,0.9628778756592746,0.7501004300192012,-8358404.743414974,-116.05696281971268
150,1.1108587663709746,1.0175212749207414,0.9545332055481858,-9072363.010731895,-125.97031717720608
151,1.1625417540378944,0.8833592446918453,0.9955750625745154,-9008758.929749843,-125.08717060937188
152,0.8045414579069676,0.9905981925982378,0.7337819654091023,-7348641.637845544,-102.03634012946607
153,0.8475271665072288,0.8852578740331314,1.0895261812696382,-8157089.279123165,-113.26168524324036
154,1.0984179517061694,1.025010629529148,1.2773035290847252,-9896452.54576391,-137.4128509457071
155,0.9499482318094816,0.9357136258845582,1.2211594769136762,-8994258.610461129,-124.88583278615987
156,0.889438335407781,1.1389667618321833,0.7072926848138897,-7966238.990722248,-110.61171727626358
157,1.1879515306830555,0.8629479735851728,1.2346858682188426,-9672343.678639932,-134.30108557207328
158,1.01108044363452,1.14788943883579,0.7442779388412393,-8512959.570219707,-118.20296607496489
159,1.0215417137605283,1.1407907606857297,1.0138587065020892,-9239207.0358057,-128.28695670461553
160,1.051759455254105,1.058724606695385,0.972724638860664,-9021383.331666932,-125.26246120475338
161,1.0510232320336255,1.02529429357693,1.2406948062945935,-9634995.428218916,-133.78250282290597
162,0.8181785521365832,0.9342889568776691,1.2702468904459352,-8657893.42144169,-120.21538149380892
163,1.1561055135563665,0.9866970258357138,1.072079558680922,-9458700.65560746,-131.3346390859415
164,0.9109524731924531,0.9064363479171283,0.9782190429639893,-8142477.684035297,-113.05880234872807
165,0.9413408912104212,1.0250968335552615,0.7466407821789909,-7952266.248731554,-110.41770489621209
166,1.1897579230664665,1.1458632233438808,1.1188970284118471,-10117751.612739533,-140.4856020718429
167,1.0144385465376482,0.9428582848858983,1.1882770118241692,-9152547.565643646,-127.083684643102
168,1.0738924690215517,0.8987850818034674,1.2465563106963056,-9398136.122088142,-130.49369682116514
169,1.1290148971692675,1.1349399739875772,1.135431705033016,-9919712.624219991,-137.73581856254663
170,1.045366078374316,0.9754729108871856,1.259637090012408,-9534051.922379727,-132.38089604940055
171,1.1464255558001633,0.8635656010318568,0.7158201846983512,-8165320.18283676,-113.37597184643626
172,0.9505853467512199,1.0931659992345497,1.2923656775889667,-9597229.9819086,-133.25812728321233
173,0.8601667564414113,1.0282392146056405,0.9285345139786129,-8154048.1503557665,-113.21945898367021
174,1.1879657591258412,1.1026356769407126,1.2029972228266828,-10218855.709760481,-141.88943866376255
175,0.9874772639179881,0.9744458507012995,0.8640442431584238,-8289255.353352205,-115.09681929497572
176,0.8225501986603709,1.1094167128765158,1.1877406054780466,-8916545.480055144,-123.80678120119846
177,1.199887069314452,1.1489910511221715,1.0332590233615764,-9936460.255490268,-137.96836045054076
178,1.1075949660722042,1.1334297189647282,1.209788434406447,-10036063.795066034,-139.35136171024448
179,0.898939240697279,0.985163240593028,0.777495649090897,-7779882.236275811,-108.02414230401402
180,1.181620410903489,1.0318523903352639,0.8371856833020777,-9049591.335689288,-125.65413107173607
181,1.0686802737623426,1.0354384721373686,0.9148976308197043,-8867553.394053448,-123.1265230804083
182,0.8454230368798517,1.0514719586778398,1.012184620542276,-8383207.471175824,-116.40135021682171
183,1.1089273566942557,1.006049050333598,1.2113089001911241,-9710066.931514382,-134.8248752533205
184,1.0207627355097941,1.018281391460616,1.2259921615950071,-9471941.733875033,-131.518492270295
185,0.9613931464849588,0.8902045685351921,0.7172696057880034,-7590950.378141395,-105.40081185902213
186,1.1020549022694475,1.0360928654060393,1.122447860859534,-9531466.261486148,-132.34499398921056
187,0.8851856646035643,0.890911442676031,0.7087267994007291,-7303410.371386569,-101.40830121882902
188,0.9402350235226388,1.0269753060563898,0.9353464270598394,-8449101.483713156,-117.31629262483463
189,0.9749899688094916,1.1212476083481244,0.9089532802139801,-8749181.736376876,-121.48292534907077
190,1.0055957956639243,1.0850959038223429,0.9379256693927621,-8837531.552276578,-122.7096679648885
191,1.0488346800911494,1.1087091126240234,1.2697123741945853,-9922715.163003867,-137.7775089978273
192,0.8588293923716152,1.1279762875484483,0.9952697758477229,-8586725.164403869,-119.227205877225
193,0.9032977553195833,0.9877407268714783,1.2880195451712864,-9143187.397588156,-126.95371813521567
194,0.9970472375971479,0.9486254830862524,1.0800405125900354,-8822415.354555693,-122.49977863184915
195,0.8960582475112773,0.8727589984325992,0.7773278331463895,-7474037.044502068,-103.77746304643946
196,0.851218335583109,0.8955708080536883,0.7832963035896461,-7392576.321088684,-102.64637590257959
197,1.0563498979212858,0.9045640253197434,0.907400369994318,-8460825.501422333,-117.47908133023246
198,1.1587153639624046,0.9921884920788616,1.1005346431126164,-9557028.436604448,-132.69992635948523
199,0.8689279484806519,0.9076867056426012,0.7245211697598872,-7332027.98626857,-101.80565855773581
200,0.8675740252288658,0.9335771017095875,0.8062062905660481,-7609911.273501238,-105.66408505472845
201,0.8354810135028223,0.8861907613301803,0.9764672608196354,-7820310.5403925665,-108.58549178777034
202,0.8825334873623171,0.9592809583144226,1.0020503625129142,-8244372.191614829,-114.47361383976136
203,1.0761579314517462,0.8617936419523297,1.1796462393454257,-9133098.4095819,-126.81363191758507
204,1.051160155796363,0.8745277095846615,1.2241471744640664,-9195901.47906114,-127.68565639154444
205,1.1683489602127253,0.8683233879564591,0.8661265888883222,-8649507.308909431,-120.09893980664069
206,1.1224805119172245,1.0744779071150974,0.8107126116138264,-8884861.786488585,-123.36685117159057
207,0.8837397293346841,0.9611416308374146,0.9907137911146128,-8223702.228102386,-114.18661012787024
208,1.0473019086121185,0.9606740918709317,0.9775208296798887,-8760767.713949202,-121.64379735869687
209,1.0989883752535026,0.8610049608671794,0.8514621666064124,-8348784.574530107,-115.92338618435413
210,1.085339834353821,1.1185620513061598,1.0070064652693997,-9386288.026901156,-130.32918529237327
211,1.0128453941061262,0.8821516034019328,0.9684474200940728,-8409932.362122854,-116.77242696773449
212,1.0130469065820094,0.9227411510904189,0.8615459385696286,-8236421.291342928,-114.36321510153728
213,0.9509136652418491,0.8560213593333179,0.893247499349907,-7926768.789848991,-110.06367111484226
214,0.8845792027986179,0.9482492056533743,0.7718572790915507,-7617784.207158186,-105.77340122171908
215,1.1562109122959578,1.0280777360662146,1.1074613914866938,-9660743.025229175,-134.1400097875299
216,1.1156684954429352,0.9995326596787172,0.7521521728524542,-8510248.765518071,-118.16532638531991
217,1.0148426167274192,1.0260523354062636,1.147263684510598,-9264781.643437492,-128.64206170110305
218,0.9726638184918718,0.8882740908386692,0.8702655434792347,-8027315.60818821,-111.45976985806578
219,0.945232918559454,1.0437751723994804,1.042466982801347,-8792176.944665996,-122.07991645479193
220,0.9424386903591385,1.1459545746378939,1.0634648916141323,-9106004.437999073,-126.4374304593937
221,0.8948907166943978,0.8805347417861211,0.7917154835105992,-7528175.629709813,-104.52918062454755
222,0.8983830913538032,0.8982044119778667,0.8119402144307835,-7639966.801040752,-106.08140789912987
223,0.9140380674775389,0.9020120785884264,1.238059254775855,-8824323.893416924,-122.52627881106487
224,0.832093498264657,1.0073534168710763,0.946238096193797,-8047347.702585573,-111.73791671814783
225,1.1929514467634426,0.8836116706504157,0.9387133594274449,-8966557.617489247,-124.50120279872839
226,1.1877881733101474,1.109652137768194,1.190243242569568,-10203159.82454116,-141.67150033423187
227,0.903161130817976,0.9012662762170197,1.1011859319546586,-8424664.577331731,-116.97698468002949
228,1.1717503956510342,1.0170288679041788,1.04296761368194,-9516709.29805072,-132.14009264627109
229,0.9119916374641137,1.080847879957581,0.812226249134514,-8168235.8492045915,-113.41645605288878
230,0.9294716945616975,0.977630931584925,1.004566227210673,-8463615.165881228,-117.51781599244663
231,0.8969638929660321,0.8844510474217611,1.0663720254649796,-8267313.96799606,-114.79216181275733
232,0.9154522212961024,1.0243714664267836,0.7926176291645214,-7980465.016338506,-110.80924651500007
233,0.992456040741927,1.0097768297654757,0.7310941220934561,-8050227.576875126,-111.77790394939687
234,0.9346417112775682,0.8903244030816923,0.7380249822836606,-7552084.736073315,-104.86116003371264
235,1.195984092955978,0.9467061534924168,1.185924667512781,-9792426.824848162,-135.96844742670734
236,0.9018562619055056,1.0544508166671787,1.156136715933812,-8966913.842511235,-124.50614900502032
237,1.0382554962431376,0.9914728565650475,0.9471045484883611,-8730083.198514558,-121.21774097877044
238,0.9395473066171981,1.1288587432743478,1.1983716446726376,-9405392.837176213,-130.59445675550944
239,1.186010764266605,0.8872891670456634,1.1385204851221866,-9476846.265063332,-131.58659198683688
240,1.175336182728415,0.9043699198496981,0.7398977604200665,-8437053.40761685,-117.14900434884399
241,1.0964482597160237,1.0223419339539734,1.2050972660549633,-9692838.722675571,-134.58566051629413
242,0.8559089506505159,1.088580193557967,0.8209763920286467,-8015082.666035895,-111.28991470554216
243,0.8654623771462818,0.8992797393792978,1.1887448321388292,-8517425.268569853,-118.2649725706177
244,1.06607888827848,1.0069196274307357,0.9152982904741015,-8784567.745605737,-121.97426225886177
245,1.1508802163252432,0.9677335322267906,1.1899596636829464,-9700273.632022101,-134.68889468885294
246,0.9756539634280874,0.9630833288274723,0.9776078714017639,-8516344.80219192,-118.2499702286516
247,0.9205511496656569,1.0742828140528753,1.0016322340554875,-8678585.509534221,-120.50269240685236
248,0.892885078058727,1.1198723719823704,0.9303347328239269,-8514131.070556723,-118.21923242903962
249,1.0174211444455954,1.121941633289364,1.0745427975483952,-9334683.00691765,-129.61264642288927
250,0.8467592162833457,1.1319496370840425,1.0766248318428506,-8768621.280623686,-121.75284461394743
251,0.9339622458628345,0.8917816217990161,1.1764151135621777,-8705286.479353521,-120.87343701143855
252,1.0480291023714055,1.0100383275928964,1.2363355498305746,-9572973.27744589,-132.92132145310757
253,1.1154388844898122,0.8955024639198254,0.8870332406773289,-8590496.902114859,-119.27957668681458
254,0.8993956559257863,1.073183887771803,0.7201194608414676,-7861991.212314242,-109.16423047535609
255,1.0279558739485266,1.0787376057222071,1.2260593820570498,-9656148.367225604,-134.076212679175
256,0.936832699486363,1.0963771914016038,0.7663790421731242,-8175601.353508265,-113.51872653216813
257,1.1385809166938072,0.8882465986995947,0.9383723743362203,-8787380.00607022,-122.01331066800026
258,1.1189181463118214,0.8949752282046322,0.8375508371395849,-8471297.659194468,-117.62448788357752
259,1.0889010273572266,1.0660109609638222,1.0846885797311785,-9464787.889912339,-131.41916070783984
260,1.07757937778684,1.012817333004279,0.8510794353441716,-8671630.409600474,-120.40612041743606
261,0.9382783974015678,0.9044793150404277,1.245070336800177,-8934139.010998143,-124.05106845806141
262,1.0333567179064482,0.9702554250290919,0.9772034821864796,-8736256.666871123,-121.30345996576864
263,1.1789133358447261,0.896005420934824,1.0517378992100783,-9246885.606274787,-128.39357412681463
264,1.0023554715537863,1.0334362706303943,0.7108661102925042,-8093920.2382982345,-112.38457923468633
265,1.1488495635776605,1.1296354847450836,1.0390799101535253,-9722118.194392057,-134.99220777796606
266,1.0786603295507569,1.1267498143531887,1.1243431805880393,-9692672.037060026,-134.58334607629274
267,0.8610156171657045,1.022886508050044,1.0640290278297135,-8498934.667351717,-118.00822943793105
268,0.9696522685209544,1.0709332706874168,1.260620208861409,-9522207.648047235,-132.2164375734078
269,1.1702274051627104,0.9852518114212396,0.7679428275044531,-8705334.074230274,-120.87409786922318
270,1.1939364795849339,1.1016694259337803,0.77479760872196,-9112251.879608572,-126.52417656954863
271,1.1683367530469488,1.1109689086186385,1.0113028342756434,-9668363.062519476,-134.24581447294932
272,1.0365101742979717,0.969700811161039,0.7328569832932188,-8103890.636347702,-112.52301882348901
273,0.9340788966583604,1.0908560345794034,0.7027792138027616,-7984357.841288775,-110.8632986283382
274,0.9333996686764577,0.9694506080772829,1.0224373617627538,-8502834.803107891,-118.06238306225784
275,1.1679422465651041,0.9539037983097883,0.9081719211377366,-8983385.285117462,-124.73485599646435
276,1.0950004992438993,0.9856653822669421,0.8347628937639892,-8618454.326233454,-119.6677672364554
277,0.9809758064530774,0.8922571061139399,0.805832191903734,-7897615.147719956,-109.65887100471429
278,0.9993471090957919,0.9756776348513643,1.24890754064086,-9345197.278297015,-129.75863772625522
279,0.9449575596466533,1.024176505083413,1.0793585727517183,-8836644.92193342,-122.69735704816102
280,0.8052377826353335,1.049061211605013,0.8068215801218508,-7696569.033907407,-106.8673333761766
281,1.184428126987782,0.8945988183259339,0.9487744742362142,-8991999.320619652,-124.85446240805777
282,0.8341398672314576,1.149062275553784,1.0013170061987455,-8571523.598561658,-119.01613120258199
283,1.0381540069280175,0.8701229432165282,1.1499762822395068,-8943904.57883713,-124.18666396682109
284,0.8839622372382343,1.119416286832214,0.8230837842892043,-8199902.973099882,-113.85615601159422
285,0.8762750882654666,0.8609649003544284,0.9832401670659996,-7914731.082588978,-109.89652681077987
286,1.0259364533050466,0.8697125918285057,1.1653165700170063,-8940331.185688674,-124.13704718365474
287,0.981315533899211,1.0073170807982739,0.9644576481629369,-8617840.864836924,-119.6592492873163
288,0.9603052243501304,1.0178920993924654,0.7931441475584274,-8121944.600792891,-112.77369922778679
289,0.8727712521981085,1.1085356863040552,1.2676692772801796,-9300145.414865471,-129.13308983766407
290,0.9493237265119012,0.9312234019430661,1.0863997259434095,-8626228.718432447,-119.77571514925482
291,0.9634936684392386,0.8576159066981034,0.7936915584197142,-7713468.771881468,-107.1019872750876
292,1.086388891538959,1.0476771825730453,0.71625759550209,-8439866.412117533,-117.18806308897076
293,0.8887888647731798,0.9193224389764214,1.103135646159237,-8426878.95611289,-117.00773146530285
294,0.8078842151017457,0.8812325745953721,1.1799496512239136,-8245209.075917437,-114.48523402966286
295,0.8714178648217334,1.0458238323555624,0.8429096686280358,-8014702.945672378,-111.28464226499119
296,0.8397765571037381,0.9229516572998362,1.1333601591133955,-8344131.562972172,-115.85877883331571
297,1.1422785872425143,1.0990659593700973,0.9383101177710729,-9354041.088615686,-129.8814345752768
298,1.0672340546282584,0.9114952886247463,0.8758886381566079,-8434373.827886902,-117.11179821984717
