asset_id,scenario,eul_years,iul_years,npv_base,npv_climate,nav_impairment_ratio,nav_ratio_p10,nav_ratio_p50,nav_ratio_p90
hayhurst_solar,rcp45,25,24,72019.8473261724,-8757446.540710453,-121.5976826644556,-133.87009515035066,-121.68517786947908,-109.51206618181148
